xs,ys_bottom,ys_top,num_points,putty_depth
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.011899633532752668, 0.010729468574809942, -0.0020568330537230617, 0.007318639782703196, 0.00027720419795310147, 0.0012590068705252144, 0.0015331554159052074, -0.003783752043097194, 0.007585484813153381, -0.004266814512393913, 0.043695973262508056, 0.0005671386263933764, 0.026939719546495045, 0.010940165074337399, 0.017758705205660696, 0.016723271775743703, -0.0030667401348108136, 0.04050797993051722, 0.0029753374197991067, -0.005500000000000005]","[0.3055, 0.30204639161019614, 0.29815076529144935, 0.3009357807540789, 0.2956099819491408, 0.25414764051937144, 0.2902575825980478, 0.3026226269944975, 0.30269225353148893, 0.3054700208116433, 0.261045321639631, 0.3002741802214355, 0.28999366327172, 0.2752088216284494, 0.2586422277387046, 0.28613509823082595, 0.28957765996738105, 0.2812664072810304, 0.28870534843029183, 0.2892708402111044, 0.3055]",20,0.05
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.003630917812167428, 0.02498833211176238, 0.041653398358995605, 0.009074310752236803, -0.0006940466823409097, -0.004960920660769308, 0.030876573976478305, 0.005740776228962269, 0.015660679650395665, 0.004686637597960147, 0.03287045474301331, -0.002747212387672837, 0.005705829017772779, 0.026494919233965353, 0.005043200910602452, 0.009883351134381185, 0.024136507914801347, 0.003466044340521418, -0.00255305900568914, -0.005500000000000005]","[0.3055, 0.30070725394399045, 0.29238452019515376, 0.2840037197681006, 0.2563699233158692, 0.30549738911278146, 0.30189223737892723, 0.30219443145013103, 0.297247408781555, 0.30069443807344665, 0.2938382401341066, 0.2782119250044154, 0.2875520373698555, 0.2999321619775811, 0.2776444435772368, 0.2955142452747759, 0.29777158548915017, 0.3054764047846501, 0.2682792481812769, 0.28095879775622945, 0.3055]",20,0.05
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.004703367846619871, 0.028919223811624498, -0.0032159253449552394, 0.0027803959461107364, 0.00734104248732409, 0.04068872393452733, -0.0006947769668010084, 0.03833605676737592, 0.008259388811686447, 0.006508470155257878, 0.013242894342632594, -0.005022026378502853, 0.02760047642660475, 0.03274864322567374, 0.042033429856465715, 0.01618833862237415, -0.004279280205496089, 0.021683828321868798, -0.005294539377311003, -0.005500000000000005]","[0.3055, 0.3003350470554326, 0.30229564751213445, 0.28005299161009256, 0.2885347146719328, 0.29048903375198004, 0.30042960071624597, 0.3026540426266363, 0.30409278058342826, 0.2586640575297803, 0.30373986599812786, 0.29720753837324415, 0.26575158930473924, 0.2963250699611819, 0.30220376175969504, 0.2929929883560868, 0.2743725269198387, 0.30394356263364736, 0.2944653516012213, 0.2946564597618482, 0.3055]",20,0.05
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.01964283182446014, -0.00016918131964074878, 0.003215930242427084, 0.0254176970400692, 0.023334659793775997, -0.003959068963318518, -0.001897408129705569, 0.008717214379664107, -0.0026627618574378564, 0.017265309321373074, 0.0021366512659899972, 0.0034372829111762593, -0.0012731756823545493, 0.014341343103545762, 0.0421651421028012, -0.0024449443465743015, 0.007716986005668447, 0.027309206342543926, 0.00482059482377975, -0.005500000000000005]","[0.3055, 0.2735904726701084, 0.3001141535888005, 0.2958955068235811, 0.2868251793792407, 0.26038339064286276, 0.25863863718455815, 0.3020466560294317, 0.28415932002258293, 0.30108995943740613, 0.2991169282948507, 0.2871623042946312, 0.29905893194908734, 0.3025330027881138, 0.30265507218729576, 0.30422183416765847, 0.2745668077304815, 0.29619990477366676, 0.28023472864082777, 0.2770971070493089, 0.3055]",20,0.05
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, -0.0039975664550243595, 0.0024342926135556275, 0.004344400102290341, 0.011054164424427415, -0.0012977529248376363, 0.014673536741752674, 0.014915340230315599, 0.009515713290800726, -0.0026060281323571355, 0.009929298823766947, -0.002363407765256703, -0.0018677247149105902, 0.043301457259710435, -0.0038922108542583655, 0.04384742474450598, 0.03280823526063745, 0.015127698295043707, 0.014112811870631597, 0.01535045442895111, -0.005500000000000005]","[0.3055, 0.30498491651056026, 0.3024574389046047, 0.3053348011986232, 0.2649040079940265, 0.26658231198409027, 0.2987730830952272, 0.2702922464127178, 0.2984416886345855, 0.30371805535722624, 0.2908402549311655, 0.29378813262501635, 0.29935542467792553, 0.2886740616565032, 0.2644127685733114, 0.29513114826679865, 0.2924222774596941, 0.3032157858473793, 0.2537276616789485, 0.29934665368031554, 0.3055]",20,0.05
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, -0.004951856468304233, 0.0008773960273676107, -0.0017404560620437881, 0.0029898632828316285, 0.042707721072466245, 0.003223671842648962, 0.038254097716706986, 0.018169546571789708, -0.00134247919777572, 0.02067387550653524, 0.0019434176345387855, -0.005093457578874444, -0.0032324011435184707, 0.022110761128382422, -0.004346472593500794, 0.015458377977101673, 0.0011209062901104405, 0.02979488218501071, 0.009526755899780831, -0.005500000000000005]","[0.3055, 0.2757040981342388, 0.296915278747952, 0.28346448096059307, 0.28994573244856336, 0.28589696797130126, 0.30459858401038564, 0.29737440373136703, 0.30517076627214357, 0.2807753326292226, 0.2935017635156447, 0.29562660987230654, 0.25672362242923513, 0.30494391550532346, 0.28239389821050676, 0.2685044133524713, 0.2791530098671371, 0.3004979572101528, 0.277759999127964, 0.2990714884466702, 0.3055]",20,0.05
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, -0.0044203017383243615, 0.02694106483137694, -0.004960973512155964, 0.005033809084801, -0.003644931662383666, 0.04244477539964253, 0.020124950393330204, 0.03727385696700236, 0.019392858657798745, 0.004996145993574924, 0.0014163708454058843, 0.037856262412034644, -0.0048661424598082925, 0.009770033950947526, 0.04138343979374198, -0.0021429851058197003, 0.015320825789571002, 0.011808595018022977, -0.001006045189433813, -0.005500000000000005]","[0.3055, 0.2917778232960264, 0.29891888069485084, 0.27799627440909336, 0.3029515699142512, 0.2768278126433496, 0.2958482844180358, 0.27595208509382085, 0.30523131762334804, 0.29215338253060535, 0.29845198125382366, 0.29528411546204747, 0.2970346733870206, 0.25631470479199675, 0.2980275950420964, 0.28010443598092716, 0.3024500405600282, 0.2977549602061145, 0.28410915290099453, 0.3051001712197521, 0.3055]",20,0.05
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.033008099818136655, 0.014204974801420606, 0.00023408160490329122, -0.0016431475496320735, -0.0029152292408262115, -0.00187718895013389, -0.004590304029435027, -0.005188619687516771, 0.043921855742050084, 0.019130434803345447, 0.013061204528460046, -0.0027081522296832916, 0.017009779090541494, 0.0060123772195807, 0.0009636532694110578, 0.0006337333056737338, 0.007937166233376675, -0.0051052951414357894, 0.0001378827044561659, -0.005500000000000005]","[0.3055, 0.29931414971627524, 0.29636600903477994, 0.2573989032638999, 0.26442306070712224, 0.271934976816456, 0.2988513451045065, 0.3004736223409016, 0.26787975903534944, 0.28369479403119524, 0.29261447707670246, 0.2815368369763792, 0.2948022554605444, 0.30172649930901296, 0.3026062899077332, 0.2769859833535525, 0.29948642878784804, 0.2776570158641436, 0.2988214123480455, 0.27772545176172736, 0.3055]",20,0.05
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.0011984198958919223, 0.0008733393017940072, -0.00477654309818229, -0.002168084390194114, 0.009907222419377026, 0.010295077605548153, 0.0279882697287797, -0.003339517329076336, 0.013099790993563398, 0.0008741067330692021, 0.04519285959486165, -0.004471698034046345, -0.0036984427890957294, 0.019444899045793662, 0.011720982039796296, 0.013114757386259612, 0.014452427215738611, -0.0022782173320471943, -0.0008998632786277327, -0.005500000000000005]","[0.3055, 0.2722682308771801, 0.25446424059631145, 0.2816697493767477, 0.2919465610600638, 0.28388197708205487, 0.29502542156928624, 0.29742127576307437, 0.29657340020980205, 0.3044882537582818, 0.28277562708798853, 0.27261337399089036, 0.29199933658942234, 0.2864258705222005, 0.2644308763825383, 0.2854217272809294, 0.30228623726568626, 0.3017048138058255, 0.2940787102363105, 0.2792213235164277, 0.3055]",20,0.05
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.024492518763382792, -0.0008455262225049165, -0.0008142650455937595, 0.00539933335171236, 0.0006856698940281014, 0.003434908116199814, -0.0012598062295111345, 0.002631702119315682, 0.005426483316418568, 0.02008927708011926, 0.04126804270109105, -0.0035018571023363587, 0.013967324078663357, 0.03352816491499683, -0.00041406024855508705, 0.021759465498455338, 0.006072798181784772, 0.003967556112041887, -0.0011768195585400987, -0.005500000000000005]","[0.3055, 0.2915167268478854, 0.25464727560810585, 0.30301047293332384, 0.2794672835091595, 0.2967302110864819, 0.2824199331838477, 0.28557329406235954, 0.2589576070733942, 0.2809723103191645, 0.27955615156664293, 0.297364877020884, 0.2748683143564247, 0.2753092805658465, 0.2976825212658387, 0.30122770564062323, 0.2985492784594621, 0.295870610496864, 0.29787085925926005, 0.3054125247512154, 0.3055]",20,0.05
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.0013722250073189557, 0.003104161637434405, 0.026545054274385985, 0.012043334817466056, 0.03240073273943475, 0.014381245978601548, 0.019109431522319476, -0.0025846492052251924, 0.008290418833743596, -0.001886119655088725, 0.045473482301209206, 0.0016894979950981825, 0.01067231097467028, -0.0015061847564911968, 0.02011424044903537, 0.031138439047573505, -0.004304807745339978, 0.014309392833734308, 0.01747717368991894, -0.005500000000000005]","[0.3055, 0.2785638193890704, 0.2874779361595976, 0.28476030121466117, 0.2896434454062433, 0.3014407148930969, 0.30289571898974227, 0.2986980914282567, 0.28871595586483223, 0.28395407648842885, 0.3011295772944235, 0.2992303782756601, 0.2992879742475968, 0.27299765287535305, 0.2572325532561914, 0.2999415962241774, 0.3031854236588579, 0.2929986814526752, 0.29814454341344254, 0.30343108223856075, 0.3055]",20,0.05
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.033533735868118364, 0.006168840385826019, 0.02718385446911567, 0.022812105335405147, 0.00930984068661822, -0.0027907976524296496, 0.01368911901977049, 0.006077778796622968, -0.0013500004790902298, 0.027574545852715862, -0.005188290201921436, 0.03054392286678545, 0.046124286439237897, 0.00784608276034407, -0.0024196118634876307, -0.00031451778276175846, 0.01021492857859932, 0.027587911189878564, -0.0011257913847630696, -0.005500000000000005]","[0.3055, 0.29928812434467883, 0.2563190105696844, 0.30415062785720137, 0.304126620456209, 0.29979056672813553, 0.2963339652091235, 0.30290015024276556, 0.2891396969684604, 0.28510638543121836, 0.30305722941425867, 0.2941001967260757, 0.2820286437510581, 0.30172442615430317, 0.29024723548852815, 0.2560367554577597, 0.2995286690012647, 0.30395239155679243, 0.2811159876597531, 0.2883599466137649, 0.3055]",20,0.05
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.022009574083577427, 0.01880471717107604, 0.010051229482984092, 0.025173486941220263, -0.0036839773310529955, 0.00517502745435508, 0.038572858348189534, 0.02760524510461583, 0.0017712017372204236, 0.033378750531685805, 0.01660970795519537, 0.009991054524806559, 0.045498333292184154, -0.004827278143862801, -0.0018525944917044956, 0.03938709653423908, -0.004139099020333159, 0.0035173759739876576, 0.02037050758288736, -0.005500000000000005]","[0.3055, 0.3001751523768176, 0.29339328714571483, 0.2851616577998616, 0.30322772739622333, 0.29959386229030516, 0.2996202456885173, 0.3038325919284556, 0.3044274826447282, 0.2901214838865526, 0.2889404654600194, 0.30005809744132206, 0.2552090768099513, 0.29364159543400314, 0.3043614539675551, 0.303494583140983, 0.3026216370940164, 0.29860967842717767, 0.2937835830058986, 0.2865573994964745, 0.3055]",20,0.05
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.003910745596962001, 0.044452964634882894, 0.0010299835858288142, -0.002459564661115382, 0.042359361083372876, 0.02744562015980527, 0.009010744468981202, 0.005912154963628957, 6.34187601605829e-05, -0.004058559566784137, -0.0046682564855945186, 0.004937609154048145, 0.0016128445403227054, 0.0019125139030034266, -0.00031895076355958896, -0.0017628419066382794, 0.0008813266739494952, 0.032504159034026356, 0.007742731345964149, -0.005500000000000005]","[0.3055, 0.26216945730389896, 0.261315410998233, 0.29340260506338384, 0.29042026200667764, 0.29740842681821594, 0.2955812644624869, 0.30171116083692995, 0.29891434924547766, 0.2932328802099458, 0.2980074499707158, 0.2678114768697689, 0.2975251557391785, 0.2561340522425881, 0.2854931253054849, 0.30332294048200403, 0.2706362171371705, 0.2867031096083761, 0.2877138090159379, 0.3028972970923702, 0.3055]",20,0.05
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.01693318785328396, 0.004384950462338499, 0.007150625042118441, 0.0020207042879357984, 0.001714247211182407, 0.032782219687692515, -0.0037985559928779278, 0.0027105080444020935, 0.004102317809716566, -0.0005659198076500283, 0.013960213777209102, -0.0027049083153661557, 0.04463006222642171, 0.0018550106749637696, 0.0030651237866749503, 0.03865712124917818, 0.009221778431397987, -0.004001023844045243, 0.038100453582286045, -0.005500000000000005]","[0.3055, 0.30294283350177387, 0.2984459334060593, 0.29056543747035035, 0.28994742045520683, 0.2853451114500648, 0.28455438521983145, 0.289027169685922, 0.26900130964398644, 0.30531514432326007, 0.2930917146436879, 0.28736998897714283, 0.3024929571323881, 0.2781390888265741, 0.298520109494007, 0.29971241913534724, 0.2998135149092609, 0.25551949896605863, 0.27957449915099075, 0.3005753152445207, 0.3055]",20,0.05
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.001971571077642509, 0.04442592724047398, -0.004713394673823451, 0.014561751416617336, 0.038151241755616155, 0.004430476371714842, 0.006259772594540719, 0.017380079249007363, 0.01492455471107118, 0.007978723334292365, 0.021963908543629285, 0.014281696154362117, -0.005265901038731063, 0.01421584599917855, -0.004765544019756152, -0.005216429904875308, -0.003177818423495765, 0.029297502106551285, 0.0006604249909279158, -0.005500000000000005]","[0.3055, 0.30190638224314026, 0.27934496989415886, 0.2938505630115549, 0.28677909421529374, 0.29845646898880035, 0.2905250240644502, 0.2934274473485437, 0.2999928894493454, 0.2751144709313415, 0.25718132950018585, 0.30109077527710193, 0.2934460974677576, 0.27853080691410115, 0.3039074237183069, 0.25802234350141956, 0.29438998445315423, 0.29643493638326207, 0.2676736575771513, 0.30465520784126604, 0.3055]",20,0.05
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.007890329411479463, 0.010314829512314716, 0.004691859744156007, 0.004104429219241673, 0.005475258808665728, -0.000150462649384564, 0.00537585157849968, 0.044741705136571844, 0.018689757653593098, 0.01481870289699172, -0.0038480258473358175, -0.003612605551206516, 0.00010903169544412838, -0.0018344855506704505, -0.004687836435536913, 0.04179215156009139, 0.03136357503499512, 0.036017550849299015, 0.035480948054175926, -0.005500000000000005]","[0.3055, 0.30322173374801453, 0.2558417811112624, 0.2987580157748382, 0.30218796772746526, 0.29941417354807476, 0.3035361527335908, 0.29182841125065295, 0.2951874377252947, 0.2917679274762024, 0.27077460411287485, 0.3024389206073317, 0.2867858028995407, 0.29376694887204247, 0.294875538638405, 0.25438680389900814, 0.298582159646185, 0.3039762352768748, 0.2747227445566862, 0.3047676481529181, 0.3055]",20,0.05
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.00703582246561521, -0.0008124987141397699, 0.045672759482725034, 0.04277342995997885, 0.0019937515813133744, 0.006600952611889838, -0.003633527608262993, 0.004933746783065601, 0.003095052976374746, 0.01805535060787486, 0.0028046622028985446, 0.02685876118798304, 0.012677382462743997, 0.008668814777997969, 0.022264078690749117, 0.007060132311188072, 0.011907742084118683, 0.004788114953392014, -0.00347310417985619, -0.005500000000000005]","[0.3055, 0.2966949348490101, 0.2648545223135897, 0.3047350105876966, 0.2760324326463675, 0.30262499610836946, 0.30021626361351317, 0.2963700420184727, 0.30227266854198676, 0.2888914891228364, 0.2964270290229259, 0.29304022441807864, 0.258613131778758, 0.29245665530411497, 0.29475753761264745, 0.2966337598736397, 0.2592795823393237, 0.29551788203038387, 0.2897521036117443, 0.3003948647279595, 0.3055]",20,0.05
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, -0.004605594670887225, -0.004585628219404725, 0.0540075997019112, 0.017221383773481258, 0.0036174447428240497, 0.004160780590067387, 0.015523278360271953, 0.021995367267944627, 0.0007267053685016955, -0.005500000000000005]","[0.3055, 0.2992981619226993, 0.28486070831830046, 0.24431162639410475, 0.30339291889870956, 0.30356043009905304, 0.2959461804346387, 0.2876271180943565, 0.3016243080973583, 0.2870420840742971, 0.3055]",10,0.06
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, -0.004423693354861508, 0.0019025667681597525, 0.001532067647213864, -0.003224424992256475, 0.05449024149189487, 0.014526981333996436, 0.0032819436849829964, 0.02532820663942975, 0.022632635611186003, -0.005500000000000005]","[0.3055, 0.27539201338324903, 0.2751391113691852, 0.29921344865029953, 0.3036679735498164, 0.29149837771576403, 0.3047569023427946, 0.29786022883617624, 0.24926577494299573, 0.3037699229438242, 0.3055]",10,0.06
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, -0.0032151558100649846, 0.008528397633966872, -0.004734101164162174, 0.015295941447394601, 0.014929907250376517, 0.01019648012457361, -0.0032315634403333737, 0.05253738638019506, 0.001165556269641238, -0.005500000000000005]","[0.3055, 0.2941350005047235, 0.30178951309369306, 0.298112791997377, 0.29677451049896086, 0.28126714009855147, 0.2918875268368003, 0.28201775710701255, 0.2978924093159777, 0.2455482944329018, 0.3055]",10,0.06
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, -0.003482916291595556, 0.03909907628320426, 0.019162053700665704, 0.006915006379467431, 0.00674635248194283, -0.0014953744137992664, -0.0041735784191045955, 0.05065334657255234, -0.0030303277094068104, -0.005500000000000005]","[0.3055, 0.2976679535803202, 0.2478930832147588, 0.26996057555468567, 0.30464480423975765, 0.2954227759530534, 0.29588017279816636, 0.28766164146547946, 0.2924581580477433, 0.28864784278681405, 0.3055]",10,0.06
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, 0.0011644109060680863, 0.0451076735251225, 0.007629588914658536, 0.054124672264294946, 0.0014353398429033104, 0.016868632087749025, 0.0028414270390003937, -0.0035068525952324514, -0.0008019372008620795, -0.005500000000000005]","[0.3055, 0.2958498297905515, 0.24877343700585258, 0.2955763123369175, 0.2955338719091358, 0.28798834574311594, 0.28379142857146955, 0.28173712642917026, 0.30400676351197414, 0.3049232484825498, 0.3055]",10,0.06
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, 0.00537252220800552, -0.003044418271984539, -0.0017407590655192928, 0.0529187692274804, 0.004226666827167519, 0.011765124733276539, -0.004806073671474481, 0.0031508700340130147, 0.050156843065513365, -0.005500000000000005]","[0.3055, 0.303574630570014, 0.29596647027036227, 0.2943796171686396, 0.28591891738249686, 0.29573467695673256, 0.24940826087881982, 0.3013868674211584, 0.301834474067329, 0.29476748174250444, 0.3055]",10,0.06
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, 0.006215711752126457, 0.01013287525067505, 0.00839355449605056, 0.0036857220024419934, 0.006240103596988428, 0.007635817435915404, 0.02377359718415742, 0.055443649743653164, -0.0007094112554973386, -0.005500000000000005]","[0.3055, 0.29515436306687476, 0.2965111304263004, 0.30003098670127737, 0.29573203824905875, 0.24593136566733906, 0.30523890258025754, 0.29731875997078583, 0.2610705322930759, 0.3005043069531773, 0.3055]",10,0.06
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, 0.028369280775189035, 0.025429954959943338, -0.0036264081013890614, 0.017546459763994937, 0.0032526694967692504, -0.0014900566705440266, -0.004540680543460712, 0.054192468591782963, -0.002400075781246569, -0.005500000000000005]","[0.3055, 0.29867328705134893, 0.24858893358430825, 0.3054509285857319, 0.294891713938767, 0.27773409322004305, 0.2600155323374447, 0.29817706670226485, 0.30405754522158523, 0.3012760800138738, 0.3055]",10,0.06
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, 0.010607057965004829, 0.004286866198043943, 0.0023091320754975997, 0.007136365032168329, -0.00035114894340526615, 0.051151937981170376, 0.005348217357045965, 0.0034594778270093385, 0.0012422877799415644, -0.005500000000000005]","[0.3055, 0.29782086219317205, 0.24436434942044347, 0.2980593723152767, 0.2745048144764898, 0.2975115410253212, 0.30259317508803857, 0.2703465964724075, 0.29077002112024364, 0.29231052249294404, 0.3055]",10,0.06
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, -0.0021863869217503273, -0.0012346229940392306, 0.009777073680778792, 0.05476043214765762, 0.03892862646044942, 0.03264067092097496, -0.004509529501624643, 0.013497396247536403, 0.013286903833529706, -0.005500000000000005]","[0.3055, 0.3012438964755227, 0.3048299316587636, 0.3040951196571857, 0.2848221539534548, 0.2867525983101106, 0.2973074277952519, 0.3049403882876386, 0.24333030787336135, 0.30484129054508835, 0.3055]",10,0.06
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, -0.002520300372506251, -0.004153434698648539, 0.013665915903827763, 0.030369195261080298, 0.05266442186849596, -0.0017418079829245037, -0.004317545308689635, 0.0010750652434042551, 0.005883393355867933, -0.005500000000000005]","[0.3055, 0.2993500187977073, 0.2519930649949648, 0.2485843145796301, 0.30092031159811705, 0.3011937329599272, 0.2944806015718542, 0.30266004223147186, 0.271768378790039, 0.30286052551348097, 0.3055]",10,0.06
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, 0.010249787554168416, 0.007781004975703887, -0.004082651684659988, -0.005083153415342129, 0.05120222443950438, 0.008413142253691053, 0.015185640673750861, -0.004044031763973915, -0.005111844443044522, -0.005500000000000005]","[0.3055, 0.30171158867195347, 0.27923902914593624, 0.29067632836144286, 0.29991198010035325, 0.25842211905515616, 0.2950909444320155, 0.298074362755248, 0.24872467995002565, 0.28594820622751455, 0.3055]",10,0.06
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, 0.000823937962727922, 0.020587181580217995, 0.009325745152891335, -0.0035284818397274265, 0.05559658887530099, 0.0056729919224928205, -0.004688068922880012, 0.03562531914939242, 0.0016745845361280376, -0.005500000000000005]","[0.3055, 0.2894366575646534, 0.2901141225938364, 0.29016674169620044, 0.3043278366788147, 0.2472384463638188, 0.28847737802415596, 0.2936879983382633, 0.30280845568305637, 0.298882735281193, 0.3055]",10,0.06
